Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Tipo Limitless
[PERMISOS-SERVER-ACTIONS/clientes] Los permisos del módulo Clientes no se hacen cumplir en el servidor,Bug,High,clientes,p1,seguridad,permisos-transversal,,"*Tipo:* seguridad

*Parte de:* {{[PERMISOS-SERVER-ACTIONS]}} (ítem transversal en Plataforma). Acá, lo específico del área.

*Estado verificado:* {{app/(platform)/layout.tsx}} corta el render por módulo y {{clients-list.tsx}} esconde botones con {{useModuleAccess(""clients"") === ""full""}}, pero ninguna action de {{app/clients/*.ts}} mira el rol ni el permiso de módulo: sólo {{requireOrganizationId()}}. Un usuario con Clientes en «Solo lectura» o «Sin acceso» puede invocar {{deleteClientAction}}, {{updateClientAction}}, {{recordCheckpointAction}}, {{deleteWinAction}}, {{saveClientRevenueAction}}, etc. Las policies de RLS de todas las tablas del área filtran sólo por org. Sólo el catálogo (campos, recorrido, duración de planes, umbral de silencio) exige founder ({{requireFounder()}}).

*Qué hay que hacer:* helper {{requireModuleAccess(""clients"", ""full"")}} en las actions de escritura del área (es transversal: coordinar con el ítem general de la auditoría §3.1).

*Criterio de aceptación:* Con un miembro que tiene Clientes en «Solo lectura» o «Sin acceso», invocar directamente una action de escritura del área (borrar cliente, editar cliente, registrar hito, borrar win, guardar facturación, subir 1-1) devuelve error de permiso y no cambia ninguna fila; con Clientes en «full» las mismas acciones siguen funcionando; hay un test que cubre el rechazo por permiso de módulo

*Dónde:* {{apps/web/app/clients/*.ts}}, {{apps/web/app/fathom/manual-upload-actions.ts}}, {{apps/web/lib/auth/}}.

Fuente: PENDIENTES.md [PERMISOS-SERVER-ACTIONS/clientes] · Doc del área: docs/areas/clientes.md",PERMISOS-SERVER-ACTIONS/clientes,Clientes,P1,seguridad
[CLIENTES-ETAPA-TABLA-VS-FICHA] La tabla ignora la fase manual cuando hay una derivada *(nuevo)*,Bug,High,clientes,p1,bug,,,"*Tipo:* bug

*Estado verificado:* la ficha usa {{resolveEffectiveStage}} (gana la más avanzada entre manual y derivada: {{components/clients/checkpoints/client-journey-section.tsx:139}}). La tabla hace {{status?.currentStageName ?? manualStageName}} ({{components/clients/clients-list.tsx:793}}): si el cliente tiene cualquier hito registrado, muestra la fase derivada aunque la manual sea más avanzada, y el color y el «n de m» salen siempre de la derivada. El comentario de {{getManualStagesAction}} dice «para resolver la efectiva en la tabla», pero nadie la resuelve.

*Qué hay que hacer:* resolver la fase efectiva en el servidor ({{getClientsBoardAction}} o {{getClientsJourneyStatusAction}}) con {{resolveEffectiveStage}} y que la tabla, los filtros y la revisión semanal lean eso. Agregar un test.

*Criterio de aceptación:* Un cliente con un hito registrado en una fase temprana y la fase fijada a mano en una más avanzada muestra en la tabla de /clients la misma fase (nombre, color y «n de m») que en su ficha; los filtros por fase y la revisión semanal lo ubican en esa misma fase; hay un test que cubre la resolución de la fase efectiva que usa la tabla

*Dónde:* {{apps/web/components/clients/clients-list.tsx}}, {{apps/web/app/clients/clients-board-actions.ts}}, {{apps/web/lib/checkpoints/effective-stage.ts}}.

Fuente: PENDIENTES.md [CLIENTES-ETAPA-TABLA-VS-FICHA] · Doc del área: docs/areas/clientes.md",CLIENTES-ETAPA-TABLA-VS-FICHA,Clientes,P1,bug
[CLIENTES-IMPORT-EXCEL-MONTOS] El import de Excel inventa montos y fechas *(nuevo; viene de la auditoría §3 «Dinero y datos»)*,Bug,High,clientes,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{lib/clients/excel-parser.ts:69-73}}: {{resolveAmount}} hace {{replace("","", ""."")}} sobre el texto con puntos, así que {{""1.500""}} → 1,5 y {{""1.500,00""}} → {{NaN}} → *0*; cualquier monto ilegible queda en 0. {{resolveDate}} (líneas 75-95) devuelve *hoy* si la fecha falta o no se entiende. Viola la regla del repo «un cobro cuyo monto no se lee no es un cobro de cero». Además, el dedupe por nombre ({{import-actions.ts:182}}) lee {{clients}} sin paginar.

*Qué hay que hacer:* parser de montos con separadores es-AR/en-US y error por fila cuando no se entiende; fecha ilegible → error por fila, no hoy. Tests ({{[T-3]}}).

*Criterio de aceptación:* Importar un Excel con montos «1.500», «1.500,00» y «1,500.00» guarda 1500 en los tres casos; una fila con monto o fecha ilegible (o fecha vacía) se informa como error de esa fila y no se guarda con monto 0 ni con la fecha de hoy; hay tests del parser con esos casos

*Dónde:* {{apps/web/lib/clients/excel-parser.ts}}, {{apps/web/app/clients/import-actions.ts}}.

Fuente: PENDIENTES.md [CLIENTES-IMPORT-EXCEL-MONTOS] · Doc del área: docs/areas/clientes.md",CLIENTES-IMPORT-EXCEL-MONTOS,Clientes,P1,bug
[CLIENTES-PENDING-CALLS-HUERFANA] «Llamadas sin asociar» no tiene link en la navegación *(nuevo)*,Bug,High,clientes,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{paths.platform.clients.pendingCalls}} no se usa en ningún componente; la notch nav y {{clients-list.tsx}} no linkean a {{/clients/pending-calls}}. Sólo {{components/layout/mobile-nav.tsx}} pinta un badge con el conteo sobre «Clientes». El tooltip de «Última 1-1» dice «Confirmalo en Llamadas sin asociar» sin link. Es la pantalla del botón «Cargar identidades desde el CRM», del que depende {{[B-SEMBRAR-IDENTIDADES]}}.

*Qué hay que hacer:* agregar el acceso desde la barra de {{/clients}} (con el conteo) y linkear el tooltip.

*Criterio de aceptación:* Desde la barra de /clients en escritorio hay un acceso a «Llamadas sin asociar» que muestra la cantidad pendiente y lleva a /clients/pending-calls; el tooltip de «Última 1-1» que dice «Confirmalo en Llamadas sin asociar» es un link a esa pantalla

*Dónde:* {{apps/web/components/clients/clients-list.tsx}}, {{apps/web/routes/paths.ts}}.

Fuente: PENDIENTES.md [CLIENTES-PENDING-CALLS-HUERFANA] · Doc del área: docs/areas/clientes.md",CLIENTES-PENDING-CALLS-HUERFANA,Clientes,P1,bug
[CLIENTES-SIN-MAIL] Los clientes viejos no tienen mail,Bug,High,clientes,p1,bug,decision-de-negocio,,"*Tipo:* bug + decisión de negocio

*Estado verificado:* {{clients.email}} existe y se hereda del lead al cerrar ({{types/clients.ts}}). No hay pantalla para completarlo en masa. El CSV ({{parse-client-import.ts}}) no tiene columna de mail. ⚠️ El Excel *sí la lee* ({{excel-parser.ts:172,200}}) pero {{importClientsFromExcelAction}} *no la inserta* ({{import-actions.ts}}, el {{insertPayload}} no tiene {{email}}): el dato se parsea y se tira. El conteo «334 de 335» es de CHANGES; no se re-midió (sería leer datos).

*Qué hay que hacer:* agregar {{email: row.email ?? null}} al insert del Excel (una línea); decidir de dónde se completan los viejos (import, {{sales_leads}}, pagos). Es la palanca del peldaño determinista del resolvedor.

*Criterio de aceptación:* Importar desde Excel una fila con columna Email deja ese mail guardado en el cliente creado; Agustín decidió de dónde se completan los mails de los clientes viejos (import, leads de ventas o pagos) y la decisión quedó registrada en PENDIENTES.md o CHANGES.md

*Dónde:* {{apps/web/app/clients/import-actions.ts}}, {{apps/web/lib/clients/parse-client-import.ts}}.

Fuente: PENDIENTES.md [CLIENTES-SIN-MAIL] · Doc del área: docs/areas/clientes.md",CLIENTES-SIN-MAIL,Clientes,P1,bug + decisión de negocio
[ONBOARDING-CLIENTES-PROBAR] Probar el onboarding de clientes en producción,Task,High,clientes,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* migración aplicada; {{client_onboarding_links}} y {{client_onboarding_submissions}} con 0 filas y {{field_definitions}} con 48 filas en toda la base (las 86 preguntas no se cargaron en ninguna org).

*Qué hay que hacer:* bloques A–G de {{docs/operacion/verificacion-manual.md}} § Clientes (Onboarding). Avisar al equipo que el formulario viejo ({{client-onboarding-nine-chi.vercel.app}}) queda reemplazado; sus respuestas no se importan.

*Criterio de aceptación:* Se ejecutaron los bloques A–G de Clientes (Onboarding) de docs/operacion/verificacion-manual.md con la organización real que tiene el add-on y el resultado quedó anotado; si algo falló, se abrió un ítem nuevo; el equipo fue avisado de que el formulario viejo queda reemplazado y sus respuestas no se importan

*Dónde:* {{/clients/campos}}, ficha de un growth partner, {{/onboarding-cliente/[token]}}.

Fuente: PENDIENTES.md [ONBOARDING-CLIENTES-PROBAR] · Doc del área: docs/areas/clientes.md",ONBOARDING-CLIENTES-PROBAR,Clientes,P1,verificación manual
[CLIENTES-DE-CLIENTES-PROBAR] Probar la tarjeta «Clientes» y pasar los datos viejos,Task,High,clientes,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* 10 filas en {{client_sub_clients}} (alguien ya cargó creadores). El aviso de valores de sección en el growth partner existe ({{legacySectionValues}}); no hay evidencia de que se hayan movido.

*Qué hay que hacer:* bloque «Clientes de clientes» de {{docs/operacion/verificacion-manual.md}} § Clientes; mover los datos viejos con «Pasarlos a…»; avisar a Optimiza tu Control si deja de ver apartados.

*Criterio de aceptación:* Se ejecutó el bloque «Clientes de clientes» de docs/operacion/verificacion-manual.md con cuenta real y el resultado quedó anotado; si falló, se abrió un ítem nuevo; los valores de sección que quedaron cargados en los growth partners se pasaron a sus creadores con «Pasarlos a…» (el aviso ya no aparece) y se avisó a Optimiza tu Control

*Dónde:* ficha del growth partner.

Fuente: PENDIENTES.md [CLIENTES-DE-CLIENTES-PROBAR] · Doc del área: docs/areas/clientes.md",CLIENTES-DE-CLIENTES-PROBAR,Clientes,P1,verificación manual
[1A1-MANUALES-SIN-PROBAR] Terminar de probar las 1-1 subidas con un link,Task,High,clientes,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* la subida y la extracción ya corrieron en producción (CHANGES 2026-09-21; 288 filas en {{client_tasks}}). Falta: pegar el mismo link dos veces (no duplica), subir una llamada ya sincronizada (reusa la fila si {{props.call.id}} = {{recording_id}}), y ⭐ el link de una grabación de *otra cuenta* de Fathom (supuesto central).

*Qué hay que hacer:* los tres pasos del bloque «Sesiones 1-1» de {{docs/operacion/verificacion-manual.md}} § Clientes.

*Criterio de aceptación:* Se ejecutaron los tres pasos del bloque «Sesiones 1-1» de docs/operacion/verificacion-manual.md con cuenta real (mismo link dos veces no duplica; una llamada ya sincronizada reusa su fila; el link de una grabación de otra cuenta de Fathom se sube) y el resultado quedó anotado; si alguno falló, se abrió un ítem nuevo

*Dónde:* ficha → Sesiones 1-1; {{apps/web/lib/fathom/share-link.ts}}.

Fuente: PENDIENTES.md [1A1-MANUALES-SIN-PROBAR] · Doc del área: docs/areas/clientes.md",1A1-MANUALES-SIN-PROBAR,Clientes,P1,verificación manual
[CLOSER-AMOUNT-CLOSED] La pestaña Equipo de Closing siempre sale vacía,Bug,High,ventas,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{[AUDITORIA-ABIERTOS]}} punto 8 / auditoría §3 ""Dinero y datos"". {{getCloserMetricsAction}} ({{app/sales/closer-actions.ts:151}}) selecciona {{closing_calls.amount_closed}}, que no existe en ninguna migración ni en producción; el error devuelve {{[]}}. Lo consume {{components/closing/closers-ranking.tsx}}.

*Qué hay que hacer:* decidir de dónde sale la facturación por closer ({{outcome.revenue}}, {{clients.total_amount}} vía {{clients.closing_call_id}}, o {{client_payments}}) y reescribir la agregación.

*Criterio de aceptación:* Con al menos una venta cerrada en el período, la pestaña Equipo de Closing muestra a su closer con cierres y facturación distintos de cero; la fuente de la facturación elegida quedó escrita en docs/areas/ventas.md; getCloserMetricsAction no referencia ninguna columna inexistente y no devuelve error

*Dónde:* {{apps/web/app/sales/closer-actions.ts}}.

Fuente: PENDIENTES.md [CLOSER-AMOUNT-CLOSED] · Doc del área: docs/areas/ventas.md",CLOSER-AMOUNT-CLOSED,Ventas,P1,bug
[CALENDLY-CLOSER-SIN-LEAD] Los turnos del Calendly de cada closer no entran al seguimiento,Bug,High,ventas,p1,bug,,,"*Tipo:* bug

*Estado verificado:* auditoría §3 ""Salud del código"" 2. {{lib/calendly/closer-sync.ts:217-229}} inserta sin {{lead_id}} y el update tampoco lo completa; no llama {{resolveLeadId}} (sí lo hacen {{sync-events.ts:90}} y {{ghl/sync-appointments.ts:204}}). {{listLeadsTableAction}} sólo ve turnos colgados de un {{sales_leads}}.

*Qué hay que hacer:* resolver el lead en {{closer-sync}} igual que {{sync-events}}; idealmente unificar las dos syncs en una con {{closer_id}} opcional. Backfill de {{lead_id}} para turnos con {{lead_email}}.

*Criterio de aceptación:* Un turno nuevo agendado en el Calendly propio de un closer con un mail nuevo queda, tras el cron, con closer_id y lead_id completos y el lead aparece en Closing → Seguimiento → Todos; después del backfill no quedan closing_calls con lead_email y sin lead_id

*Dónde:* {{apps/web/lib/calendly/closer-sync.ts}}, {{apps/web/lib/calendly/sync-events.ts}}.

Fuente: PENDIENTES.md [CALENDLY-CLOSER-SIN-LEAD] · Doc del área: docs/areas/ventas.md",CALENDLY-CLOSER-SIN-LEAD,Ventas,P1,bug
[CALENDLY-CRONS-SUPERPUESTOS] calendly-sync y calendly-sync-closers corren a la misma hora,Bug,High,ventas,p1,bug,,,"*Tipo:* bug

*Estado verificado:* auditoría §3 ""Confiabilidad"" 3. {{vercel.json}}: los dos con {{0 * * * *}}. Ambos insertan por {{calendly_event_id}}; si compiten, el índice único rechaza el batch entero. Además N+1 por evento ({{resolveLeadId}} en loop) y {{.in()}} con URIs largas.

*Qué hay que hacer:* unificar (ver ítem anterior) o desfasar el schedule; insertar con upsert {{onConflict}} en vez de insert en batch.

*Criterio de aceptación:* Los dos syncs de Calendly ya no se disparan en el mismo minuto (o quedaron unificados en uno) en vercel.json; correr el sync con un evento que ya existe actualiza la fila sin rechazar el resto del lote (upsert por calendly_event_id); una hora de logs de cron no muestra errores de clave duplicada

*Dónde:* {{apps/web/vercel.json}}, {{apps/web/lib/calendly/*}}.

Fuente: PENDIENTES.md [CALENDLY-CRONS-SUPERPUESTOS] · Doc del área: docs/areas/ventas.md",CALENDLY-CRONS-SUPERPUESTOS,Ventas,P1,bug
[FATHOM-DEEP-ANALISIS-ALCANCE] El análisis de venta corre sobre las llamadas equivocadas,Bug,High,ventas,p1,bug,,,"*Tipo:* bug

*Estado verificado:* ítem nuevo. El análisis profundo ({{generateDeepCallAnalysis}} → {{call_analyses}}) sólo se dispara desde {{finalizeAssociatedCall}} ({{lib/fathom/process-call.ts:470-512}}), que corre cuando la grabación quedó vinculada a un *cliente*, sin mirar {{purpose}}: una 1-1 de entrega de ≥10 min se analiza como venta (costo de Sonnet y ruido en ranking/objeciones), y una venta con un lead nunca se analiza. Además no se pasa {{closerName}} ni {{closer_id}}: {{call_analyses.closer_name}} queda null y {{getTeamRankingAction}} agrupa todo en ""Sin nombre"". Busca {{form_answers}} por {{ilike lead_name}} en vez de usar {{closing_call_id}}.

*Qué hay que hacer:* disparar el análisis cuando {{purpose = 'sales'}} (con o sin cliente), usar {{closing_call_id}} para {{form_answers}} y {{closing_calls.closer_id}} para el closer.

*Criterio de aceptación:* Una 1-1 de entrega de 10 min o más vinculada a un cliente no genera fila en call_analyses; una llamada con purpose = 'sales' cruzada a un turno de un lead sí la genera, con closer_id y closer_name del turno; el ranking del equipo en Métricas muestra el nombre del closer en vez de «Sin nombre»

*Dónde:* {{apps/web/lib/fathom/process-call.ts}}, {{apps/web/lib/fathom/deep-call-analysis.ts}}.

Fuente: PENDIENTES.md [FATHOM-DEEP-ANALISIS-ALCANCE] · Doc del área: docs/areas/ventas.md",FATHOM-DEEP-ANALISIS-ALCANCE,Ventas,P1,bug
[CLOSING-CIERRE-ATOMICO] Cerrar una venta son cinco escrituras encadenadas desde el navegador,Bug,High,ventas,p1,bug,,,"*Tipo:* bug

*Estado verificado:* ítem nuevo. {{markCallClosed}} ({{providers/platform-data-provider.tsx:595-680}}) hace desde el cliente: update del turno → tag en {{conversations}} → {{createClientAction}} → {{linkLeadToClientAction}} → {{recordClientPaymentAction}}. Si falla a mitad (red, validación del pago), queda un turno {{closed}} sin cliente o un cliente sin pago, y el guard ""ya tiene cliente vinculado"" impide reintentar limpio.

*Qué hay que hacer:* una server action única (o RPC) que haga el cierre completo y sea idempotente por {{callId}}.

*Criterio de aceptación:* Marcar un turno como cerrado con pago deja en una sola operación del servidor el turno closed, el cliente creado, el lead vinculado y el pago registrado; si se corta la red a mitad, no queda un estado parcial o reintentar completa lo que faltaba sin duplicar cliente ni pago; hay un test de la idempotencia por callId

*Dónde:* {{apps/web/providers/platform-data-provider.tsx}}, {{apps/web/app/closing/actions.ts}}.

Fuente: PENDIENTES.md [CLOSING-CIERRE-ATOMICO] · Doc del área: docs/areas/ventas.md",CLOSING-CIERRE-ATOMICO,Ventas,P1,bug
[FATHOM-CLIENTID-SIN-VALIDAR] associateFathomCallAction acepta un cliente de otra org,Bug,High,ventas,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* auditoría §3 ""Seguridad"" 5. {{app/fathom/actions.ts:161-200}} valida que la llamada sea de la org, pero el {{clientId}} recibido va directo a {{finalizeAssociatedCall}} con {{createAdminClient()}} (bypass RLS): escribe timeline, problemas y {{fathom_calls.client_id}} apuntando a un cliente ajeno.

*Qué hay que hacer:* verificar {{clients.id = clientId and organization_id = org}} antes de finalizar.

*Criterio de aceptación:* Llamar a associateFathomCallAction con un clientId de otra organización devuelve error y no escribe timeline, problemas ni fathom_calls.client_id; con un cliente propio sigue asociando; hay un test que cubre los dos casos

*Dónde:* {{apps/web/app/fathom/actions.ts}}.

Fuente: PENDIENTES.md [FATHOM-CLIENTID-SIN-VALIDAR] · Doc del área: docs/areas/ventas.md",FATHOM-CLIENTID-SIN-VALIDAR,Ventas,P1,seguridad
